Event year,landslide category,landslide trigger,landslide size,fatality_count,injury_count,longitude (decimal degrees),latitude (decimal degrees)
2015,2,20,200,0,0,93.0514,23.8447
2011,1,30,300,1,0,-74.2017,11.2475
2011,1,10,300,11,0,79.5682,28.8665
2016,2,30,100,2,0,68.5748,39.316
2011,1,30,200,0,0,103.5154,31.1532
2014,1,10,200,11,19,103.7281,31.5751
2008,1,30,300,0,0,86.71,27
2016,1,30,100,0,0,-119.1444,46.2149
2014,1,20,200,3,0,83.7228,28.2322
2013,1,30,200,0,0,80.5118,29.722
2010,1,10,200,2,0,68.2767,26.0462
2016,1,10,200,0,0,120.9868,16.7132
2011,2,30,300,18,0,126.9936,37.4808
2007,2,10,200,0,0,-107.5798,39.5542
2013,1,30,200,,1,-43.2003,-22.5195
2011,2,30,100,0,0,-116.9799,46.798
2011,2,30,100,0,0,-81.5639,39.0315
2009,2,30,200,2,0,83.55,28.28
2010,1,30,200,10,0,107.1344,-7.0549
2016,2,10,200,0,0,-119.076,37.6141
2010,1,30,200,0,0,108.3289,-7.2269
2013,1,20,200,12,28,128.1849,-3.6498
2016,2,30,200,0,0,-4.1427,57.5777
2011,1,10,200,0,0,-116.722,51.2585
2010,1,30,200,0,0,123.9833,10.7667
2014,1,30,100,0,1,-121.5015,45.7081
2011,1,30,200,0,0,-111.6621,40.4537
2014,1,40,200,0,0,75.2439,33.2359
2013,1,30,200,0,0,82.106,29.0697
2011,1,30,200,0,0,123.9428072,10.42450171
2014,1,20,200,0,0,74.4889,33.0365
2014,1,40,300,0,0,-123.7788,44.3984
2016,1,10,200,0,0,145.6226,-40.9345
2014,1,20,100,8,1,91.8666,25.5772
2011,1,30,200,1,0,76.7898,9.9903
2016,2,30,200,1,0,-91.2132,43.486
2010,1,30,200,0,0,73.46476377,16.94057232
2009,1,30,200,0,0,-49.3653,-26.9286
2013,1,10,200,0,0,-3.0939,53.0586
2015,1,30,200,5,0,71.7986,35.567
2012,1,30,200,0,0,92.0757,25.5498
2011,1,20,200,0,0,81.0836,6.9734
2010,2,30,200,0,0,98.6585,10.0341
2010,1,30,200,0,0,19.7156,49.8453
2016,1,30,200,4,2,30.0372,0.5599
2014,1,20,100,0,0,116.384,5.7369
2009,1,20,200,0,0,88.28087032,26.88405686
2013,1,30,200,5,0,88.2426,27.3425
2016,1,20,100,0,0,98.3153,8.1112
2010,1,30,200,0,0,79.3211,29.5477
2010,2,10,100,0,0,-121.6551,36.1435
2017,1,20,100,0,0,-83.60661439,36.71594657
2016,1,30,200,5,8,107.0182,-6.7209
2014,1,30,200,0,0,-157.9254,21.4329
2013,2,10,200,0,0,-122.4027,47.5827
2010,1,30,200,0,0,-82.4872,35.2436
2015,1,10,200,0,0,-90.4842,14.6268
2011,2,10,200,0,0,-83.8069,37.8107
2008,1,30,200,10,0,145.8593,-6.2899
2012,1,10,200,0,0,-0.6136,54.4874
2015,1,30,300,0,0,44.6826,41.7114
2010,1,30,100,0,0,-78.5023,41.7757
2012,1,10,200,0,0,106.9284,-6.9085
2015,1,30,200,0,0,124.941,6.3444
2012,2,30,200,0,0,-116.4853,48.1411
2009,2,10,100,0,0,-121.7817,36.2476
2007,1,10,200,0,0,80.4333,29.5333
2011,1,10,200,0,0,6.477,60.3751
2013,1,20,200,0,0,122.4167,10.8167
2010,1,30,200,0,0,77.5435,30.6358
2010,1,30,200,0,0,92.801,25.0477
2016,1,40,100,1,1,71.9975,35.2646
2012,1,30,200,6,0,48.2928,42.0625
2016,2,10,100,0,0,-81.8103,36.5221
2008,1,10,200,2,0,122.1997,1.0172
2010,1,30,200,0,0,94.04619681,25.70223725
2010,1,30,200,0,0,177.0314,-37.9622
2016,1,30,300,3,0,88.1069,27.1176
2016,2,30,200,3,0,83.0006,28.2324
2012,1,30,200,0,0,77.2847,30.7395
2011,1,30,200,0,0,125.7011,7.6632
2010,1,30,200,5,0,115.0278,24.7844
2010,2,30,100,0,0,-84.1668,36.7908
2013,1,30,300,12,2,81.5833,29.3167
2010,1,30,200,0,0,123.6833,10.1833
2007,1,10,200,0,0,125.6732,8.6184
2013,1,10,200,0,0,-3.4468,56.3656
2010,1,30,200,0,0,96.8566,23.9723
2011,1,30,100,0,0,98.6715,8.5061
2012,1,30,200,2,0,76.1201,32.5655
2015,2,10,200,280,0,-90.4959,14.5755
2010,2,30,100,0,0,-123.5176,43.3755
2010,1,30,100,0,0,-3.9355,55.3752
2009,1,30,100,0,0,-124.5316,48.3486
2015,2,30,100,0,0,-109.9919,44.4944
2008,1,10,200,3,0,84.4125,28.089
2015,2,20,100,0,0,-85.3786,34.9053
2008,2,30,100,0,0,-72.7,47.52
2011,2,30,300,19,0,-42.6935,-22.0811
2013,1,10,200,0,0,137.9084,35.005
2013,2,30,200,0,0,145.1667,-6.083
2016,1,20,200,0,0,94.5247,26.3185
2009,1,30,200,4,3,98.54866159,10.00028043
2016,1,20,200,0,3,82.8643,28.1836
2010,2,10,100,0,0,-122.515,37.57
2008,2,10,100,0,0,-106.7839,39.3707
2016,2,10,200,0,0,72.9293,41.3431
2016,2,10,200,0,0,87.8086,27.5138
2010,1,30,200,3,0,107.3397,21.3161
2013,1,30,200,0,0,176.0774,-38.6984
2014,1,20,300,0,0,74.056,34.0823
2013,1,30,200,0,0,76.2833,32.2108
2007,1,10,200,0,0,82.1667,28.3667
2014,1,20,100,1,0,91.7896,26.1844
2011,1,20,200,2,1,72.9981,19.1355
2013,1,30,200,0,0,169.38,-44.0527
2015,1,10,100,0,0,75.4446,34.2607
2014,1,20,200,0,0,-84.8195,12.3484
2016,1,30,200,0,0,34.3413,1.0472
2011,2,30,100,0,0,-81.5896,38.3922
2010,2,30,200,0,0,-81.5377,38.2323
2015,1,10,200,0,0,23.0879,42.3377
2011,2,30,200,0,0,-120.7947,47.577
2015,1,20,100,0,0,78.1443,30.4517
2008,1,30,200,0,0,125.0245,6.133
2012,2,30,200,2,0,-43.9107,-19.944
2013,1,10,200,0,0,77.3544,30.6738
2011,2,30,200,0,0,-75.5003,4.4183
2007,1,10,200,0,0,122.6167,10.6
2011,1,30,200,0,0,151.9802,-27.6041
2011,2,10,100,0,0,-77.299,41.7497
2012,1,30,200,5,0,105.8107,24.992
2015,1,10,200,2,11,41.68,41.3596
2009,1,30,200,0,0,-57.8946,49.5645
2007,1,10,200,0,0,94.0691,24.2451
2016,1,30,200,0,0,-82.3079,37.7123
2010,1,30,200,0,0,-43.1943,-22.9399
2008,1,10,200,1,0,111.4,-8.0333
2010,1,30,200,0,0,89.5187916,27.21962595
2011,2,30,100,0,0,-111.6712,40.7388
2010,1,30,200,0,0,120.9572,23.47
2008,1,30,300,3,0,102.62,22.47
2014,2,10,100,0,0,-21.4541,65.9794
2010,1,30,200,0,0,-1.7529,4.9039
2010,1,30,200,0,0,125.7407,8.5055
2015,1,30,200,0,1,-87.155,14.0592
2015,2,30,100,0,0,-95.3153,39.9892
2011,1,30,200,0,0,75.8466,32.5764
2014,1,30,200,1,1,124.1745,7.0859
2012,1,30,200,0,0,-7.9408,53.4242
2012,1,30,300,3,0,77.7274,20.855
2011,1,30,100,0,0,-82.5388,38.6743
2015,2,10,200,0,0,-120.682,47.5857
2010,1,30,300,0,0,77.3265,34.3061
2012,1,30,200,0,0,77.209,31.1066
2011,1,30,200,0,0,-61.4407,10.7539
2015,2,20,200,0,0,94.1136,25.6237
2007,1,10,200,0,0,-61.3642,15.3055
2014,1,10,100,0,5,113.1213,23.0206
2010,1,30,200,0,0,75.8011,33.1595
2010,1,30,200,0,0,73.87646407,34.11901266
2007,1,10,200,0,0,-152.4346,57.7856
2014,1,30,200,0,0,125.6078,3.4238
2013,2,10,200,2,0,35.8666,-1.0828
2010,2,30,200,0,0,101.9787,4.8903
2015,1,30,100,0,0,-84.2444,36.6878
2013,2,10,200,0,0,-64.7736,18.3477
2013,1,10,200,0,0,178.515,-18.0208
2009,2,30,100,0,0,-122.4294,48.6041
2009,1,20,100,0,0,-91.3708,39.723
2015,1,30,200,0,0,88.2779,26.8811
2015,1,30,200,27,18,83.8005,28.3037
2011,1,20,200,0,0,86.77497513,27.30669194
2010,1,30,200,0,0,45.458,41.8984
2012,1,30,100,0,0,-122.1996,37.8404
2007,1,10,200,0,0,78.0501,15.8294
2014,2,30,200,0,0,7.2325,43.7276
2016,1,30,200,0,0,41.8393,41.7985
2015,1,20,100,0,0,-93.8001,35.7131
2014,1,20,100,0,0,76.3738,9.9431
2013,1,10,200,0,0,82.553,28.2265
2014,1,30,200,0,0,-4.8567,56.2266
2014,1,20,200,2,0,82.3731,28.3685
2006,2,30,200,240,0,110.1969,-6.9343
2011,1,30,200,0,0,123.3022,8.5138
2012,1,30,200,0,0,88.3651,27.1675
2016,1,30,200,0,1,129.8735,32.7556
2014,1,30,100,1,3,-90.457,14.674
2013,1,10,200,0,0,122.1187,6.9894
2013,2,10,200,0,0,-83.1598,35.519
2011,1,30,200,0,0,143.9341,-38.5854
2012,2,10,100,0,0,-124.048,44.4291
2015,1,30,200,2,0,123.2198,8.4814
2010,2,30,200,0,0,-122.5864,47.5652
2016,1,30,200,0,0,75.1892,32.99
2010,1,30,200,3,0,106.6145,23.9111
2010,2,30,200,0,0,151.9979,-27.5659
2011,1,30,200,0,0,-83.1137,37.2101
2009,2,30,100,1,0,-81.564,35.9993
2011,1,30,200,0,0,-42.9772,-22.3701
2013,2,30,200,0,0,-107.8546,37.3233
2008,2,10,100,0,0,-106.08,38.498
2012,1,30,200,0,0,78.3233,30.6179
2013,2,30,200,0,0,174.0073,-41.2951
2014,1,20,200,4,9,86.2326,27.6363
2010,1,10,200,0,0,72.4258,35.2227
2010,1,30,200,0,0,123.8475216,10.3177097
2010,1,30,100,0,0,-122.4942,47.2906
2013,2,30,100,0,0,-111.7448,40.4788
2014,2,10,100,0,0,-122.309,47.9277
2011,2,30,200,4,0,-34.9817,-8.0204
2012,1,10,200,0,0,101.7926,3.4267
2010,1,30,200,0,0,48.6744,38.4886
2011,1,30,200,0,0,75.1916877,33.3390327
2010,1,30,200,0,0,34.4013,1.007
2015,2,30,200,0,0,-83.1806,36.8619
2008,1,10,200,0,0,77.09,31.13
2007,1,10,200,0,0,80.5544,29.8496
2014,2,30,100,0,0,-119.722,39.0369
2010,1,30,100,0,0,153.0898,-26.3938
2014,1,30,200,0,0,0.5943,50.856
2013,1,30,200,0,0,-82.5377,35.6369
2012,1,10,300,0,0,-73.2843,8.4683
2011,1,30,200,0,0,77.2466,32.3709
2012,1,10,200,0,0,7.0888,6.0366
2012,1,10,200,0,0,106.7959,-6.5097
2011,1,30,200,2,0,37.66,-3.6404
2012,1,30,200,1,0,111.0578,-7.6149
2010,1,30,200,1,0,107.5844,-6.8396
2011,2,30,100,0,0,-122.3099327,47.92499887
2014,1,30,300,0,0,106.6254,-6.195
2015,1,20,200,0,0,94.0644,24.4072
2014,1,10,100,0,0,124.2185,7.1733
2016,2,30,100,0,0,85.4197,27.758
2013,1,10,200,7,0,79.2143,30.3629
2015,1,10,200,5,0,-87.7286,14.5742
2011,1,10,200,0,0,39.0616,44.1447
2010,2,30,200,1,0,81.8494,28.1981
2010,1,30,200,0,0,70.42633455,37.56106267
2011,1,30,200,0,0,176.8426,-40.1513
2010,1,30,200,0,1,108.6849,15.4546
2007,2,30,200,0,0,108.281,23.641
2010,1,30,200,0,0,92.694,23.7527
2010,1,30,200,1,0,74.9397,33.0107
2015,1,30,200,0,0,-82.3705,9.2102
2014,1,20,200,0,0,105.1433,20.4516
2014,1,30,300,0,0,115.1771,-8.1587
2008,2,10,200,0,0,-77.1007,18.4054
2016,1,10,100,0,0,174.769403,-41.286411
2010,2,30,200,4,0,-72.206,19.756
2014,1,10,200,4,0,85.5107,27.8868
2014,2,10,100,0,0,-94.3946,49.9747
2015,1,20,200,0,0,-106.8393,40.4802
2008,1,10,100,0,0,-80.707,40.5573
2015,1,10,100,0,0,145.11,-38.1543
2011,2,30,200,0,0,-122.0027,37.0976
2016,1,30,200,0,0,41.9574,41.8582
2008,2,30,200,4,0,94.25,26.138
2010,1,30,200,0,0,77.1104,31.958
2011,2,30,200,0,0,-121.0365,38.9097
2010,1,30,200,0,0,-43.697,-22.9849
2013,1,10,200,0,0,74.5101,35.8562
2008,1,10,200,0,0,114.0818,22.6214
2014,1,30,100,0,0,151.3013,-33.7106
2010,2,30,100,0,0,-121.687,36.8607
2011,1,30,200,0,0,98.7612,9.3825
2013,1,30,200,0,0,34.25,1.0333
2010,2,30,300,32,0,98.683,27.8541
2010,1,10,200,0,0,74.6511,36.3128
2013,2,30,200,0,0,-105.291,40.6893
2008,1,10,200,2,0,100.4322,-0.9672
2008,1,10,200,1,0,123.7851,13.6944
2012,1,30,200,0,0,-83.4578,10.1014
2010,1,30,200,0,0,83.5309,28.4763
2015,1,20,200,0,0,94.0573,23.9939
2015,1,10,200,2,0,91.72137514,26.49349035
2011,2,30,200,0,0,-83.7193,38.6487
2014,1,20,200,0,0,-35.2059,-5.8141
2015,1,30,100,0,0,77.899,11.3742
2014,2,10,100,0,0,-77.7785,40.7918
2010,1,30,200,0,0,80.6136,7.2805
2010,1,30,200,0,0,-122.1817,47.0014
2011,2,30,200,3,0,-51.1339,-29.6634
2016,2,10,200,0,0,-149.978032,63.51315907
2010,2,30,200,0,0,113.8995,1.8257
2013,1,10,300,6,0,107.4471,-6.9889
2015,1,30,200,0,0,125.6118,7.6483
2011,1,10,200,0,0,94.3615,29.6491
2013,2,30,200,1,1,92.4951,21.9907
2011,2,30,100,0,0,-122.7733,38.0458
2010,1,20,200,0,0,83.85213651,27.58124358
2016,1,20,300,0,0,86.1424,27.5072
2016,2,30,200,0,0,78.1677,29.9551
2015,1,30,200,0,0,98.2916,7.8794
2007,1,10,200,0,0,120.4256,23.4535
2011,1,30,200,0,0,113.5538,28.8848
2012,1,30,200,0,0,77.8876,33.303
2011,1,30,200,0,0,77.187,32.1896
2012,1,30,200,0,0,77.1498,9.8232
2010,1,30,200,0,0,-87.1953,14.0814
2012,1,10,200,1,0,121.07,14.5894
2014,1,20,100,0,0,108.2036,-7.2643
2011,1,30,100,0,0,-3.1715,56.0701
2013,2,10,100,0,0,-74.32,42.5889
2015,1,10,200,0,0,28.0252,43.2693
2014,1,10,200,3,1,103.9743,28.0436
2011,2,30,200,0,0,73.4374,34.6534
2014,1,20,100,3,0,100.0614,-0.0406
2007,1,10,300,37,0,109.547,-7.6213
2013,2,30,100,0,0,-114.3388,43.5097
2012,1,30,100,0,0,-159.5682,22.2209
2011,1,10,200,0,0,7.0678,6.2069
2011,2,30,200,0,0,-124.0505,44.6323
2010,1,30,200,0,0,-43.0848,-22.8547
2010,1,30,200,0,0,-123.4997,48.8399
2013,1,20,200,0,0,82.3527,28.2318
2011,1,30,200,0,0,-82.4732,9.3224
2010,1,30,200,0,0,80.6525,16.5157
2010,1,30,200,0,0,74.9489,33.0289
2008,2,30,200,0,0,-86.4209,39.4279
2011,2,30,100,0,0,-122.3662,47.992
2008,1,30,200,0,0,101.0833,19.0833
2013,1,20,200,0,0,122.3698,7.9756
2008,1,10,100,0,0,-80.0726,40.5531
2009,1,30,200,0,0,78.6167,31.8833
2008,1,30,200,0,0,100.24,5.34
2010,2,30,200,0,0,4.7549,45.5842
2014,1,30,200,0,0,73.0068,35.1148
2010,1,30,300,0,0,77.5971,34.1482
2012,1,10,200,3,0,100.6444,-0.8021
2014,1,30,100,0,0,7.2253,46.4873
2010,1,30,100,0,0,-61.2809,15.2458
2010,1,30,200,0,0,75.1296,36.5705
2012,1,10,200,0,0,76.8806,11.338
2010,1,30,100,0,0,-43.1259,-22.9066
2010,1,10,200,0,0,93.8443,24.9356
2010,1,30,200,0,0,77.1103,30.9086
2017,1,20,200,0,0,91.80317334,26.10973183
2014,1,10,200,0,0,-84.7783,11.1297
2014,1,10,200,0,0,-83.5162,38.1181
2015,1,10,100,0,0,-88.9144,14.6
2015,1,30,100,0,0,-116.836,33.05
2010,1,30,200,0,0,-43.2167,-22.9458
2014,1,20,200,0,0,-0.1557,51.2595
2010,1,30,100,0,0,177.9985,-17.8045
2014,1,30,100,0,0,-93.9072,44.524
2009,2,30,200,1,0,-72.7053,18.9523
2014,2,20,100,0,0,-122.452,47.2711
2014,1,10,200,1,0,-88.551,15.309
2007,1,10,200,1,0,120.5763,16.4357
2012,1,30,300,4,0,120.9889,23.8466
2015,1,30,200,0,6,-4.825,43.293
2009,1,30,200,0,0,-76.7094,-11.9431
2011,1,10,200,0,0,88.4659,27.0638
2013,1,20,200,3,2,73.0226,19.0811
2011,1,30,200,0,0,-122.7145,45.7014
2011,1,30,200,0,0,80.7014,7.5206
2011,2,30,100,0,0,-61.1339,10.5896
2010,1,30,200,0,0,109.2164,13.3137
2009,2,10,200,0,0,-122.0818,46.5455
2008,1,10,100,0,0,114.4396,4.6401
2011,1,30,200,0,0,-7.3305,54.9992
2011,1,30,200,0,0,81.0081,7.9329
2014,1,30,100,0,0,101.704,3.1498
2010,1,30,200,0,0,76.853,32.6598
2010,1,30,200,0,0,-43.2328,-22.9801
2015,2,30,200,4,9,102.3447,29.0184
2014,2,30,100,0,0,-122.6192,39.0081
2011,1,30,100,0,0,101.687,3.0879
2010,2,30,200,0,0,-122.9082,47.0252
2015,1,20,200,0,0,79.5269,30.6494
2010,1,30,200,1,0,-61.4484,10.6933
2013,1,30,200,0,0,77.1402,31.0722
2010,1,30,200,4,0,92.19905362,21.23291114
2010,1,30,200,0,0,109.8832,18.777
2013,1,30,200,0,0,74.6264,33.0498
2013,1,30,200,1,18,34.4164,1.0765
2014,1,10,200,0,0,-115.5106,43.7777
2015,1,20,100,0,0,-78.9261,40.3316
2010,1,10,200,0,0,93.5039,24.7543
2011,1,30,200,1,3,72.8102,18.9774
2012,1,10,200,0,0,-123.8109,46.3662
2011,2,30,200,4,0,-46.8844,-23.1864
2013,2,10,200,0,0,-82.5494,35.8269
2013,1,30,200,0,1,123.8946,10.313
2010,1,30,200,0,0,120.8994,23.475
2010,1,30,200,0,0,77.4138,32.7571
2010,1,30,200,0,0,-85.5325,13.5317
2007,1,10,200,0,0,80.50476155,29.57990613
2014,2,20,300,1,0,-75.4375,2.8917
2013,1,10,200,0,0,36.0893,0.8734
2007,1,10,300,0,0,124.35,13.7
2015,1,30,200,0,0,74.2562,33.3852
2015,2,30,200,0,0,-114.6379,45.7021
2011,2,10,200,0,0,-105.9334,39.5676
2014,1,30,200,0,0,106.9059,-6.655
2014,1,10,200,0,0,73.9067,34.1093
2007,1,10,100,0,0,-5.9506,54.8226
2010,1,30,100,0,0,-121.957,47.7028
2011,1,30,100,0,0,-82.4685,38.4001
2015,1,30,100,0,0,-74.7969,40.1205
2008,1,30,200,0,0,92.489,20.8605
2015,1,10,200,0,0,92.7362,23.7131
2015,1,30,200,8,0,139.2902,-3.9287
2013,1,30,200,0,0,122.2299,7.2075
2011,1,30,200,2,0,80.314,7.1145
2011,2,30,200,6,0,-74.1899,4.6176
2014,1,20,200,0,0,116.7968,5.4204
2011,1,30,200,0,0,-82.4937,38.6451
2009,1,30,200,0,0,80.3125,29.0958
2013,1,30,100,0,0,-61.4004,10.6501
2010,1,30,200,0,0,121.0489,18.2216
2010,1,30,300,1,0,104.8531,33.7721
2008,1,30,300,38,0,77.1645,31.1
2013,1,10,200,0,0,94.9439,26.3897
2007,1,10,200,5,0,103.685,35.978
2015,1,30,100,0,0,-119.6542,39.3007
2010,1,30,100,0,0,-122.2869,47.7371
2011,1,30,200,0,0,15.1933,37.8762
2010,1,30,100,0,0,-122.3485,47.5564
2013,2,30,200,0,0,-110.4572,40.1107
2013,1,30,300,0,0,167.9904,-44.765
2010,1,30,200,5,0,-46.6288398,-23.54612792
2015,1,10,200,0,0,-115.2605,43.6091
2013,2,10,200,21,27,-67.5836,-15.999
2010,1,30,200,0,0,116.0946,5.9437
2011,1,30,200,0,0,116.5268,6.009
2010,1,30,200,0,4,20.9306,41.7396
2011,1,30,100,0,0,-79.9928,40.4407
2016,2,30,200,0,0,72.3032,41.4807
2013,1,30,200,0,0,83.3482,28.2632
2008,1,10,100,0,0,-79.7822,40.4041
2011,2,30,100,0,0,-122.3059,47.9361
2016,1,30,200,6,1,112.1351,23.4462
2013,1,20,200,0,0,80.8576,30.1719
2010,1,30,200,0,0,73.6608,16.5676
2010,1,30,200,0,0,73.5027,17.0661
2015,1,20,100,0,0,77.1751,31.1003
2013,2,10,100,0,0,-116.4885,51.0086
2015,1,10,100,0,0,92.3807,25.1416
2014,1,30,200,2,0,8.5968,45.9
2009,1,30,200,1,0,80.8708,29.1917
2015,1,40,100,0,0,-79.7989,37.8116
2013,2,30,100,0,0,-75.5741,42.8868
2014,1,20,200,0,0,-84.8196,12.3491
2010,1,30,200,0,0,86.7001,26.9796
2008,1,30,200,0,0,124.1,0.4
2011,1,30,200,0,0,81.5999,29.1832
2007,1,10,100,0,0,-1.3166,51.4536
2010,1,30,200,0,0,-61.1819,13.2609
2011,1,30,200,0,0,-122.6513,45.4818
2015,2,30,100,0,0,-82.2986,38.5063
2007,2,10,100,0,0,-122.6717,45.2729
2015,2,10,200,0,0,-122.1839,47.7124
2009,1,30,200,3,0,92.72124394,23.73478778
2008,1,30,200,2,0,82.8332,28.0993
2016,2,30,200,1,0,91.7825,26.1961
2015,1,30,200,0,0,-79.0896,9.1805
2014,1,20,200,0,0,-84.8199,12.3129
2010,1,30,200,0,0,-43.0732,-22.9196
2012,1,30,200,0,0,120.781,22.7519
2010,2,30,100,0,0,-82.3635,37.7939
2015,1,10,200,0,0,92.3636,25.0728
2012,1,30,300,3,0,123.5476,-1.601
2011,1,30,200,0,0,76.933,31.7099
2015,1,20,100,1,0,75.2102,33.2504
2012,1,30,300,13,0,-77.2506,-6.0082
2012,1,30,200,0,0,123.2804,13.64
2008,1,10,200,0,0,179.3942,-16.4652
2015,1,20,200,1,0,-87.593,14.9064
2010,1,30,200,0,0,-77.2433,17.9693
2016,1,30,100,0,0,147.0876,-41.4003
2012,1,30,200,0,0,73.9239,15.3826
2007,1,10,200,0,0,-84.1167,10
2010,1,30,200,2,0,77.0958,30.9012
2014,1,10,100,2,0,75.2405,33.2394
2007,2,10,200,0,0,100.8333,17.1167
2011,1,30,300,0,0,-84.512,39.1031
2012,1,30,300,0,0,-70.2492,-33.2968
2011,1,30,200,5,0,35.8526,-3.3729
2012,1,10,300,4,0,35.5333,0.4671
2011,1,30,200,0,0,103.6056,32.6625
2011,2,30,100,0,0,145.1344,-37.7383
2016,1,10,200,0,0,145.0996,-5.8673
2010,1,30,300,40,0,73.9791,35.3599
2007,2,10,200,1,0,65.7424,35.625
2010,1,30,100,0,0,123.6703,10.182
2014,1,20,200,1,0,82.7065,28.6985
2014,2,30,100,0,0,-122.4491,47.2664
2007,1,10,100,0,0,-122.7069,45.5113
2016,1,30,200,0,0,-0.6835,52.5362
2010,1,30,200,0,0,11.2603,44.3189
2016,1,30,200,0,0,88.5292,27.172
2016,1,10,200,4,0,70.754,34.9376
2015,1,10,200,0,0,22.8963,42.2481
2012,1,30,200,0,0,77.5768,34.1534
2015,2,20,200,0,0,84.0696,24.0406
2011,1,30,200,5,0,75.5526,33.1488
2010,1,30,200,1,0,92.19314477,21.23967983
2015,1,10,200,0,0,100.2804,-0.2751
2010,2,30,100,0,0,-122.3915,47.5095
2013,1,10,200,0,0,-84.0226,34.3426
2011,1,30,200,0,0,-122.3238,37.9591
2011,2,30,200,0,0,-73.051,44.9344
2014,1,10,100,0,0,76.8267,11.3403
2015,1,20,200,0,0,75.4189,34.258
2017,1,10,100,0,1,-77.54963507,39.28598942
2008,1,10,200,1,0,125.8992,7.1633
2010,1,30,200,0,0,175.8188,-40.3271
2011,2,30,100,0,0,-61.2714,10.5133
2011,1,30,200,0,0,-123.0556,38.917
2013,1,10,200,0,0,79.0853,30.5345
2013,2,10,100,0,0,-103.7826,44.3507
2011,1,30,200,0,0,99.2003,9.387
2013,1,30,300,0,0,109.5337,-7.6926
2012,1,10,300,0,0,123.7741,7.9007
2010,2,30,100,0,0,-72.9684,40.9647
2012,1,30,200,0,0,84.7001,27.7923
2007,1,10,300,6,0,83.9533,28.2333
2010,1,30,200,0,0,-72.8756,6.8202
2008,2,10,300,34,0,-3.1,9.833
2010,2,30,200,1,0,-43.1823,-22.5046
2011,1,30,200,0,0,-80.6597,36.8693
2010,1,30,200,0,0,-82.4781,38.4262
2014,1,10,100,0,0,83.6011,28.3048
2013,1,30,200,0,0,76.2851,34.4332
2014,1,30,200,0,0,101.5543,3.4463
2015,1,20,200,0,0,-90.7998,14.5558
2012,1,30,200,0,0,111.6641,27.6934
2010,1,30,200,0,0,80.9083,6.9025
2013,1,10,200,0,0,-69.9146,-32.8224
2012,1,10,200,0,0,-122.4055,47.5685
2010,1,30,200,0,0,85.8166,27.7513
2007,1,20,200,17,0,104.5167,28.7
2015,1,30,200,0,0,92.7187,23.7313
2010,1,30,200,0,0,76.3902,9.8988
2014,1,20,300,174,52,85.8692,27.7702
2013,1,10,200,0,0,-82.2055,35.4299
2011,1,30,200,1,0,72.8282,41.4088
2016,1,30,300,42,0,37.7542,6.8586
2014,1,30,200,0,1,124.8964,8.6068
2010,2,30,100,0,0,-80.2462,36.2967
2010,1,30,200,1,0,-75.0495,5.3298
2016,1,30,100,0,0,-2.042,57.6897
2010,1,30,200,0,0,76.9844,30.7059
2009,1,30,200,0,0,89.4497,26.8928
2011,1,30,200,0,0,123.7756,10.4578
2016,1,20,100,0,0,74.2798,34.4002
2011,1,10,100,0,0,-107.8548,37.9478
2007,1,10,200,0,0,88.2833,26.8833
2013,1,30,200,0,0,113.8359,4.1176
2010,1,30,200,0,0,114.8333,4.8333
2012,1,30,200,7,0,113.0005,23.7505
2013,1,30,200,4,0,78.0949,30.3822
2015,1,10,200,0,0,-124.0682,41.3842
2013,1,20,300,0,0,-115.3455,43.8187
2012,1,30,200,0,0,-122.2221,47.962
2011,1,30,200,0,0,-87.7898,37.1552
2011,1,30,200,2,0,124.2467,9.8011
2015,1,20,200,0,0,74.3836,34.0786
2011,1,30,200,0,0,76.9316,31.7083
2013,1,30,100,0,0,-2.9977,56.4679
2014,2,30,100,0,0,-86.7896,33.4407
2008,1,10,300,12,0,111.3054,37.7356
2014,1,20,200,0,0,145.0722,-6.1014
2011,1,30,200,0,0,16.5877,38.9102
2014,1,30,200,0,0,78.4594,30.9936
2010,1,30,200,0,0,-66.9211,10.4867
2009,1,30,200,0,0,74.2566,14.7395
2014,1,10,100,0,0,-122.6445,44.871
2013,1,30,200,0,0,-0.1532,51.2934
2012,1,10,300,0,0,35.4707,1.0835
2013,1,10,200,5,0,80.4687,29.5193
2015,2,30,100,0,0,-95.2882,35.6601
2013,1,10,200,0,0,101.684,3.1621
2011,1,30,200,0,0,-84.6449,39.0744
2011,1,30,100,0,0,125.0778,10.3402
2011,1,30,200,0,0,124.9944,11.2462
2012,2,30,100,0,0,-157.8072,21.2558
2008,1,10,200,0,0,87.199,27.7649
2010,1,30,200,7,0,101.5041,28.9525
2008,1,30,200,0,0,76.69,11.41
2013,1,30,100,0,0,76.9424,31.7018
2012,1,30,200,0,0,109.1949,-6.9759
2011,1,30,300,0,0,98.31350436,16.58058045
2010,1,30,300,0,0,102.7348,29.3199
2010,1,30,200,12,0,40.6167,41.0524
2011,1,30,200,3,0,119.7979,-3.1448
2011,1,30,200,0,0,-4.1153,57.6513
2011,1,10,200,2,0,92.2168,22.2009
2010,1,30,200,0,0,-86.8239,35.9778
2008,1,30,200,0,0,88.609,27.337
2015,1,30,300,6,1,-96.1585,19.1849
2013,1,10,200,0,0,126.0011,7.4166
2015,1,30,300,0,0,123.0963,0.9039
2010,2,30,100,0,0,-86.8568,36.0959
2013,2,30,200,0,0,-91.218,43.3656
